"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"01.11.2022 14:00 - 01.11.2022 15:00","22282","23454"
"01.11.2022 15:00 - 01.11.2022 16:00","22412","23427"
"01.11.2022 16:00 - 01.11.2022 17:00","22746","23904"
"01.11.2022 17:00 - 01.11.2022 18:00","25135","26559"
"01.11.2022 18:00 - 01.11.2022 19:00","27304","28047"
"01.11.2022 19:00 - 01.11.2022 20:00","27374","28476"
"01.11.2022 20:00 - 01.11.2022 21:00","26356","27133"
"01.11.2022 21:00 - 01.11.2022 22:00","24814","25282"
"01.11.2022 22:00 - 01.11.2022 23:00","22868","23291"
"01.11.2022 23:00 - 02.11.2022 00:00","21027","21320"
"02.11.2022 00:00 - 02.11.2022 01:00","21321","20442"
"02.11.2022 01:00 - 02.11.2022 02:00","20224","19472"
"02.11.2022 02:00 - 02.11.2022 03:00","19462","19116"
"02.11.2022 03:00 - 02.11.2022 04:00","19455","19054"
"02.11.2022 04:00 - 02.11.2022 05:00","19950","19619"
"02.11.2022 05:00 - 02.11.2022 06:00","21706","21463"
"02.11.2022 06:00 - 02.11.2022 07:00","26822","26491"
"02.11.2022 07:00 - 02.11.2022 08:00","32099","30810"
"02.11.2022 08:00 - 02.11.2022 09:00","35559","34948"
"02.11.2022 09:00 - 02.11.2022 10:00","36397","35876"
"02.11.2022 10:00 - 02.11.2022 11:00","36049","35972"
"02.11.2022 11:00 - 02.11.2022 12:00","35621","35899"
"02.11.2022 12:00 - 02.11.2022 13:00","34122","34871"
"02.11.2022 13:00 - 02.11.2022 14:00","34087","34633"
"02.11.2022 14:00 - 02.11.2022 15:00","35078","36050"
"02.11.2022 15:00 - 02.11.2022 16:00","35855","36475"
"02.11.2022 16:00 - 02.11.2022 17:00","36965","36631"
"02.11.2022 17:00 - 02.11.2022 18:00","38452","38211"
"02.11.2022 18:00 - 02.11.2022 19:00","38007","37947"
"02.11.2022 19:00 - 02.11.2022 20:00","36966","37283"
"02.11.2022 20:00 - 02.11.2022 21:00","35361","35156"
"02.11.2022 21:00 - 02.11.2022 22:00","32733","32356"
"02.11.2022 22:00 - 02.11.2022 23:00","29687","29227"
"02.11.2022 23:00 - 03.11.2022 00:00","27097","26580"
"03.11.2022 00:00 - 03.11.2022 01:00","24527","24539"
"03.11.2022 01:00 - 03.11.2022 02:00","23454","23456"
"03.11.2022 02:00 - 03.11.2022 03:00","23124","22807"
"03.11.2022 03:00 - 03.11.2022 04:00","23001","22681"
"03.11.2022 04:00 - 03.11.2022 05:00","23367","22896"
"03.11.2022 05:00 - 03.11.2022 06:00","24779","24382"
"03.11.2022 06:00 - 03.11.2022 07:00","29160","28641"
"03.11.2022 07:00 - 03.11.2022 08:00","33437","32843"
"03.11.2022 08:00 - 03.11.2022 09:00","36747","35820"
"03.11.2022 09:00 - 03.11.2022 10:00","37560","36807"
"03.11.2022 10:00 - 03.11.2022 11:00","37398","36527"
"03.11.2022 11:00 - 03.11.2022 12:00","37281","36379"
"03.11.2022 12:00 - 03.11.2022 13:00","36451","34752"
"03.11.2022 13:00 - 03.11.2022 14:00","35457","35327"
"03.11.2022 14:00 - 03.11.2022 15:00","36899","37120"
"03.11.2022 15:00 - 03.11.2022 16:00","37568","37852"
"03.11.2022 16:00 - 03.11.2022 17:00","37629","38335"
"03.11.2022 17:00 - 03.11.2022 18:00","39375","39422"
"03.11.2022 18:00 - 03.11.2022 19:00","39071","38928"
"03.11.2022 19:00 - 03.11.2022 20:00","38083","38091"
"03.11.2022 20:00 - 03.11.2022 21:00","36325","35977"
"03.11.2022 21:00 - 03.11.2022 22:00","33698","33306"
"03.11.2022 22:00 - 03.11.2022 23:00","30766","30217"
"03.11.2022 23:00 - 04.11.2022 00:00","28154","27546"
"04.11.2022 00:00 - 04.11.2022 01:00","25126","25506"
"04.11.2022 01:00 - 04.11.2022 02:00","23967","24217"
"04.11.2022 02:00 - 04.11.2022 03:00","23263","23646"
"04.11.2022 03:00 - 04.11.2022 04:00","22960","23473"
"04.11.2022 04:00 - 04.11.2022 05:00","22872","23680"
"04.11.2022 05:00 - 04.11.2022 06:00","24671","25182"
"04.11.2022 06:00 - 04.11.2022 07:00","29059","29363"
"04.11.2022 07:00 - 04.11.2022 08:00","33627","33209"
"04.11.2022 08:00 - 04.11.2022 09:00","36807","36567"
"04.11.2022 09:00 - 04.11.2022 10:00","38165","37513"
"04.11.2022 10:00 - 04.11.2022 11:00","37751","37266"
"04.11.2022 11:00 - 04.11.2022 12:00","37395","36369"
"04.11.2022 12:00 - 04.11.2022 13:00","35465","34720"
"04.11.2022 13:00 - 04.11.2022 14:00","35554","34775"
"04.11.2022 14:00 - 04.11.2022 15:00","37027","35681"
"04.11.2022 15:00 - 04.11.2022 16:00","37660","35858"
"04.11.2022 16:00 - 04.11.2022 17:00","38224","36537"
"04.11.2022 17:00 - 04.11.2022 18:00","39596","37780"
"04.11.2022 18:00 - 04.11.2022 19:00","38771","37590"
"04.11.2022 19:00 - 04.11.2022 20:00","38136","37012"
"04.11.2022 20:00 - 04.11.2022 21:00","35921","34720"
"04.11.2022 21:00 - 04.11.2022 22:00","33265","32098"
"04.11.2022 22:00 - 04.11.2022 23:00","30118","29134"
"04.11.2022 23:00 - 05.11.2022 00:00","27020","26966"
"05.11.2022 00:00 - 05.11.2022 01:00","25610","25302"
"05.11.2022 01:00 - 05.11.2022 02:00","24256","23897"
"05.11.2022 02:00 - 05.11.2022 03:00","23457","23119"
"05.11.2022 03:00 - 05.11.2022 04:00","23144","22793"
"05.11.2022 04:00 - 05.11.2022 05:00","22846","22730"
"05.11.2022 05:00 - 05.11.2022 06:00","23262","23282"
"05.11.2022 06:00 - 05.11.2022 07:00","25121","24985"
"05.11.2022 07:00 - 05.11.2022 08:00","27016","26988"
"05.11.2022 08:00 - 05.11.2022 09:00","28825","29606"
"05.11.2022 09:00 - 05.11.2022 10:00","30361","30183"
"05.11.2022 10:00 - 05.11.2022 11:00","30502","30217"
"05.11.2022 11:00 - 05.11.2022 12:00","29472","29601"
"05.11.2022 12:00 - 05.11.2022 13:00","28276","28397"
"05.11.2022 13:00 - 05.11.2022 14:00","27473","27480"
"05.11.2022 14:00 - 05.11.2022 15:00","27210","27191"
"05.11.2022 15:00 - 05.11.2022 16:00","27106","27478"
"05.11.2022 16:00 - 05.11.2022 17:00","27962","28126"
"05.11.2022 17:00 - 05.11.2022 18:00","30107","30838"
"05.11.2022 18:00 - 05.11.2022 19:00","31497","31981"
"05.11.2022 19:00 - 05.11.2022 20:00","31712","32090"
"05.11.2022 20:00 - 05.11.2022 21:00","30186","30392"
"05.11.2022 21:00 - 05.11.2022 22:00","28036","28078"
"05.11.2022 22:00 - 05.11.2022 23:00","25998","26112"
"05.11.2022 23:00 - 06.11.2022 00:00","23781","24330"
"06.11.2022 00:00 - 06.11.2022 01:00","22043","22273"
"06.11.2022 01:00 - 06.11.2022 02:00","20784","20915"
"06.11.2022 02:00 - 06.11.2022 03:00","20147","20133"
"06.11.2022 03:00 - 06.11.2022 04:00","19819","19686"
"06.11.2022 04:00 - 06.11.2022 05:00","19696","19574"
"06.11.2022 05:00 - 06.11.2022 06:00","20093","20078"
"06.11.2022 06:00 - 06.11.2022 07:00","20651","20835"
"06.11.2022 07:00 - 06.11.2022 08:00","21004","21559"
"06.11.2022 08:00 - 06.11.2022 09:00","22807","23763"
"06.11.2022 09:00 - 06.11.2022 10:00","23881","25197"
"06.11.2022 10:00 - 06.11.2022 11:00","24670","25309"
"06.11.2022 11:00 - 06.11.2022 12:00","25324","25524"
"06.11.2022 12:00 - 06.11.2022 13:00","25498","25531"
"06.11.2022 13:00 - 06.11.2022 14:00","24787","24292"
"06.11.2022 14:00 - 06.11.2022 15:00","23831","24436"
"06.11.2022 15:00 - 06.11.2022 16:00","23968","24102"
"06.11.2022 16:00 - 06.11.2022 17:00","24679","24631"
"06.11.2022 17:00 - 06.11.2022 18:00","27010","27701"
"06.11.2022 18:00 - 06.11.2022 19:00","28431","29200"
"06.11.2022 19:00 - 06.11.2022 20:00","29251","29803"
"06.11.2022 20:00 - 06.11.2022 21:00","28589","28710"
"06.11.2022 21:00 - 06.11.2022 22:00","27199","26806"
"06.11.2022 22:00 - 06.11.2022 23:00","25291","24767"
"06.11.2022 23:00 - 07.11.2022 00:00","23337","22691"
"07.11.2022 00:00 - 07.11.2022 01:00","21373","21296"
"07.11.2022 01:00 - 07.11.2022 02:00","20451","20262"
"07.11.2022 02:00 - 07.11.2022 03:00","20015","19776"
"07.11.2022 03:00 - 07.11.2022 04:00","20097","19827"
"07.11.2022 04:00 - 07.11.2022 05:00","20762","20321"
"07.11.2022 05:00 - 07.11.2022 06:00","22375","22286"
"07.11.2022 06:00 - 07.11.2022 07:00","27197","27746"
"07.11.2022 07:00 - 07.11.2022 08:00","31659","32414"
"07.11.2022 08:00 - 07.11.2022 09:00","35678","36341"
"07.11.2022 09:00 - 07.11.2022 10:00","36714","36875"
"07.11.2022 10:00 - 07.11.2022 11:00","36612","36103"
"07.11.2022 11:00 - 07.11.2022 12:00","35921","35532"
"07.11.2022 12:00 - 07.11.2022 13:00","34572","33501"
"07.11.2022 13:00 - 07.11.2022 14:00","34531","34075"
"07.11.2022 14:00 - 07.11.2022 15:00","35733","35637"
"07.11.2022 15:00 - 07.11.2022 16:00","36044","36048"
"07.11.2022 16:00 - 07.11.2022 17:00","37268","36829"
"07.11.2022 17:00 - 07.11.2022 18:00","38679","38382"
"07.11.2022 18:00 - 07.11.2022 19:00","38212","37988"
"07.11.2022 19:00 - 07.11.2022 20:00","37573","37628"
"07.11.2022 20:00 - 07.11.2022 21:00","35526","35669"
"07.11.2022 21:00 - 07.11.2022 22:00","32778","32606"
"07.11.2022 22:00 - 07.11.2022 23:00","29642","29109"
"07.11.2022 23:00 - 08.11.2022 00:00","27560","26454"
"08.11.2022 00:00 - 08.11.2022 01:00","25740","24693"
"08.11.2022 01:00 - 08.11.2022 02:00","24560","23213"
"08.11.2022 02:00 - 08.11.2022 03:00","23764","22458"
"08.11.2022 03:00 - 08.11.2022 04:00","23621","22496"
"08.11.2022 04:00 - 08.11.2022 05:00","23406","22690"
"08.11.2022 05:00 - 08.11.2022 06:00","24715","24486"
"08.11.2022 06:00 - 08.11.2022 07:00","29238","29388"
"08.11.2022 07:00 - 08.11.2022 08:00","33921","33648"
"08.11.2022 08:00 - 08.11.2022 09:00","37690","37316"
"08.11.2022 09:00 - 08.11.2022 10:00","38553","37997"
"08.11.2022 10:00 - 08.11.2022 11:00","37620","37288"
"08.11.2022 11:00 - 08.11.2022 12:00","37230","37088"
"08.11.2022 12:00 - 08.11.2022 13:00","35390","35194"
"08.11.2022 13:00 - 08.11.2022 14:00","35108","35362"
"08.11.2022 14:00 - 08.11.2022 15:00","36746","36816"
"08.11.2022 15:00 - 08.11.2022 16:00","37142","37575"
"08.11.2022 16:00 - 08.11.2022 17:00","37535","38314"
"08.11.2022 17:00 - 08.11.2022 18:00","39262","40026"
"08.11.2022 18:00 - 08.11.2022 19:00","39106","39397"
"08.11.2022 19:00 - 08.11.2022 20:00","38126","38760"
"08.11.2022 20:00 - 08.11.2022 21:00","36175","36569"
"08.11.2022 21:00 - 08.11.2022 22:00","33548","34236"
"08.11.2022 22:00 - 08.11.2022 23:00","30205","30857"
"08.11.2022 23:00 - 09.11.2022 00:00","27659","28102"
"09.11.2022 00:00 - 09.11.2022 01:00","25216","25752"
"09.11.2022 01:00 - 09.11.2022 02:00","23674","24230"
"09.11.2022 02:00 - 09.11.2022 03:00","22943","23579"
"09.11.2022 03:00 - 09.11.2022 04:00","22863","23316"
"09.11.2022 04:00 - 09.11.2022 05:00","22758","23781"
"09.11.2022 05:00 - 09.11.2022 06:00","24779","25336"
"09.11.2022 06:00 - 09.11.2022 07:00","29825","30132"
"09.11.2022 07:00 - 09.11.2022 08:00","34385","34780"
"09.11.2022 08:00 - 09.11.2022 09:00","38438","38100"
"09.11.2022 09:00 - 09.11.2022 10:00","39234","39548"
"09.11.2022 10:00 - 09.11.2022 11:00","38955","39471"
"09.11.2022 11:00 - 09.11.2022 12:00","38742","39275"
"09.11.2022 12:00 - 09.11.2022 13:00","36930","37302"
"09.11.2022 13:00 - 09.11.2022 14:00","36441","36617"
"09.11.2022 14:00 - 09.11.2022 15:00","37532","38213"
"09.11.2022 15:00 - 09.11.2022 16:00","38230","39054"
"09.11.2022 16:00 - 09.11.2022 17:00","38556","40186"
"09.11.2022 17:00 - 09.11.2022 18:00","40260","41304"
"09.11.2022 18:00 - 09.11.2022 19:00","39866","40562"
"09.11.2022 19:00 - 09.11.2022 20:00","39133","39779"
"09.11.2022 20:00 - 09.11.2022 21:00","37271","37798"
"09.11.2022 21:00 - 09.11.2022 22:00","34840","34533"
"09.11.2022 22:00 - 09.11.2022 23:00","31714","31057"
"09.11.2022 23:00 - 10.11.2022 00:00","28635","28250"
"10.11.2022 00:00 - 10.11.2022 01:00","25866","25694"
"10.11.2022 01:00 - 10.11.2022 02:00","24350","24301"
"10.11.2022 02:00 - 10.11.2022 03:00","23630","23571"
"10.11.2022 03:00 - 10.11.2022 04:00","23382","23377"
"10.11.2022 04:00 - 10.11.2022 05:00","23785","23710"
"10.11.2022 05:00 - 10.11.2022 06:00","25356","25291"
"10.11.2022 06:00 - 10.11.2022 07:00","30861","29983"
"10.11.2022 07:00 - 10.11.2022 08:00","35729","34666"
"10.11.2022 08:00 - 10.11.2022 09:00","38716","38024"
"10.11.2022 09:00 - 10.11.2022 10:00","39370","38782"
"10.11.2022 10:00 - 10.11.2022 11:00","39399","38351"
"10.11.2022 11:00 - 10.11.2022 12:00","39012","37448"
"10.11.2022 12:00 - 10.11.2022 13:00","37483","35589"
"10.11.2022 13:00 - 10.11.2022 14:00","36852","35904"
"10.11.2022 14:00 - 10.11.2022 15:00","38753","37096"
"10.11.2022 15:00 - 10.11.2022 16:00","39065","38010"
"10.11.2022 16:00 - 10.11.2022 17:00","39015","38575"
"10.11.2022 17:00 - 10.11.2022 18:00","39808","39964"
"10.11.2022 18:00 - 10.11.2022 19:00","39554","39468"
"10.11.2022 19:00 - 10.11.2022 20:00","39245","38839"
"10.11.2022 20:00 - 10.11.2022 21:00","37160","36626"
"10.11.2022 21:00 - 10.11.2022 22:00","34746","34026"
"10.11.2022 22:00 - 10.11.2022 23:00","31523","30547"
"10.11.2022 23:00 - 11.11.2022 00:00","28838","28294"
"11.11.2022 00:00 - 11.11.2022 01:00","26691","25953"
"11.11.2022 01:00 - 11.11.2022 02:00","24904","24635"
"11.11.2022 02:00 - 11.11.2022 03:00","24054","23893"
"11.11.2022 03:00 - 11.11.2022 04:00","23614","23624"
"11.11.2022 04:00 - 11.11.2022 05:00","23935","23905"
"11.11.2022 05:00 - 11.11.2022 06:00","25141","25652"
"11.11.2022 06:00 - 11.11.2022 07:00","29699","30232"
"11.11.2022 07:00 - 11.11.2022 08:00","34648","34594"
"11.11.2022 08:00 - 11.11.2022 09:00","38132","37806"
"11.11.2022 09:00 - 11.11.2022 10:00","40169","38188"
"11.11.2022 10:00 - 11.11.2022 11:00","40402","37674"
"11.11.2022 11:00 - 11.11.2022 12:00","39753","37254"
"11.11.2022 12:00 - 11.11.2022 13:00","37311","35242"
"11.11.2022 13:00 - 11.11.2022 14:00","36043","35443"
"11.11.2022 14:00 - 11.11.2022 15:00","37263","36501"
"11.11.2022 15:00 - 11.11.2022 16:00","37846","36923"
"11.11.2022 16:00 - 11.11.2022 17:00","39102","37831"
"11.11.2022 17:00 - 11.11.2022 18:00","40798","39449"
"11.11.2022 18:00 - 11.11.2022 19:00","40401","38789"
"11.11.2022 19:00 - 11.11.2022 20:00","39749","38239"
"11.11.2022 20:00 - 11.11.2022 21:00","37848","35854"
"11.11.2022 21:00 - 11.11.2022 22:00","34662","33232"
"11.11.2022 22:00 - 11.11.2022 23:00","31406","30162"
"11.11.2022 23:00 - 12.11.2022 00:00","28770","27623"
"12.11.2022 00:00 - 12.11.2022 01:00","26266","25517"
"12.11.2022 01:00 - 12.11.2022 02:00","24900","24198"
"12.11.2022 02:00 - 12.11.2022 03:00","23881","23337"
"12.11.2022 03:00 - 12.11.2022 04:00","23428","22833"
"12.11.2022 04:00 - 12.11.2022 05:00","23219","22923"
"12.11.2022 05:00 - 12.11.2022 06:00","23791","23478"
"12.11.2022 06:00 - 12.11.2022 07:00","25422","25443"
"12.11.2022 07:00 - 12.11.2022 08:00","27358","27444"
"12.11.2022 08:00 - 12.11.2022 09:00","29715","29776"
"12.11.2022 09:00 - 12.11.2022 10:00","30631","30774"
"12.11.2022 10:00 - 12.11.2022 11:00","30492","30255"
"12.11.2022 11:00 - 12.11.2022 12:00","30064","29602"
"12.11.2022 12:00 - 12.11.2022 13:00","28563","28869"
"12.11.2022 13:00 - 12.11.2022 14:00","27915","28371"
"12.11.2022 14:00 - 12.11.2022 15:00","27739","28454"
"12.11.2022 15:00 - 12.11.2022 16:00","28142","28448"
"12.11.2022 16:00 - 12.11.2022 17:00","28567","29353"
"12.11.2022 17:00 - 12.11.2022 18:00","31279","32114"
"12.11.2022 18:00 - 12.11.2022 19:00","32220","32753"
"12.11.2022 19:00 - 12.11.2022 20:00","32539","32708"
"12.11.2022 20:00 - 12.11.2022 21:00","31099","30851"
"12.11.2022 21:00 - 12.11.2022 22:00","28972","28853"
"12.11.2022 22:00 - 12.11.2022 23:00","26639","26711"
"12.11.2022 23:00 - 13.11.2022 00:00","24618","24744"
"13.11.2022 00:00 - 13.11.2022 01:00","22325","22708"
"13.11.2022 01:00 - 13.11.2022 02:00","20974","21374"
"13.11.2022 02:00 - 13.11.2022 03:00","20154","20294"
"13.11.2022 03:00 - 13.11.2022 04:00","19738","19862"
"13.11.2022 04:00 - 13.11.2022 05:00","19620","19775"
"13.11.2022 05:00 - 13.11.2022 06:00","19981","20223"
"13.11.2022 06:00 - 13.11.2022 07:00","20984","21246"
"13.11.2022 07:00 - 13.11.2022 08:00","22012","21990"
"13.11.2022 08:00 - 13.11.2022 09:00","24043","24028"
"13.11.2022 09:00 - 13.11.2022 10:00","25861","25696"
"13.11.2022 10:00 - 13.11.2022 11:00","26473","26470"
"13.11.2022 11:00 - 13.11.2022 12:00","26673","26653"
"13.11.2022 12:00 - 13.11.2022 13:00","26674","26467"
"13.11.2022 13:00 - 13.11.2022 14:00","25502","25217"
"13.11.2022 14:00 - 13.11.2022 15:00","24940","24680"
"13.11.2022 15:00 - 13.11.2022 16:00","25032","25272"
"13.11.2022 16:00 - 13.11.2022 17:00","25706","26336"
"13.11.2022 17:00 - 13.11.2022 18:00","28248","29210"
"13.11.2022 18:00 - 13.11.2022 19:00","29650","30324"
"13.11.2022 19:00 - 13.11.2022 20:00","30301","30773"
"13.11.2022 20:00 - 13.11.2022 21:00","29706","29775"
"13.11.2022 21:00 - 13.11.2022 22:00","27825","28101"
"13.11.2022 22:00 - 13.11.2022 23:00","25687","26142"
"13.11.2022 23:00 - 14.11.2022 00:00","23394","23945"
"14.11.2022 00:00 - 14.11.2022 01:00","21793","21711"
"14.11.2022 01:00 - 14.11.2022 02:00","20906","20609"
"14.11.2022 02:00 - 14.11.2022 03:00","20318","20088"
"14.11.2022 03:00 - 14.11.2022 04:00","20265","20013"
"14.11.2022 04:00 - 14.11.2022 05:00","20735","20534"
"14.11.2022 05:00 - 14.11.2022 06:00","22653","22687"
"14.11.2022 06:00 - 14.11.2022 07:00","28019","28237"
"14.11.2022 07:00 - 14.11.2022 08:00","33325","33291"
"14.11.2022 08:00 - 14.11.2022 09:00","36953","37492"
"14.11.2022 09:00 - 14.11.2022 10:00","38096","38822"
"14.11.2022 10:00 - 14.11.2022 11:00","37906","38787"
"14.11.2022 11:00 - 14.11.2022 12:00","38060","38105"
"14.11.2022 12:00 - 14.11.2022 13:00","36093","36295"
"14.11.2022 13:00 - 14.11.2022 14:00","36287","36481"
"14.11.2022 14:00 - 14.11.2022 15:00","37363","37724"
"14.11.2022 15:00 - 14.11.2022 16:00","38081","38160"
"14.11.2022 16:00 - 14.11.2022 17:00","38773","38345"
"14.11.2022 17:00 - 14.11.2022 18:00","40290","39529"
"14.11.2022 18:00 - 14.11.2022 19:00","39396","38803"
"14.11.2022 19:00 - 14.11.2022 20:00","38876","38417"
"14.11.2022 20:00 - 14.11.2022 21:00","36617","36462"
"14.11.2022 21:00 - 14.11.2022 22:00","33857","33533"
"14.11.2022 22:00 - 14.11.2022 23:00","30469","30136"
"14.11.2022 23:00 - 15.11.2022 00:00","27866","27238"
"15.11.2022 00:00 - 15.11.2022 01:00","25716","25153"
"15.11.2022 01:00 - 15.11.2022 02:00","24436","23853"
"15.11.2022 02:00 - 15.11.2022 03:00","23649","23115"
"15.11.2022 03:00 - 15.11.2022 04:00","23406","22956"
"15.11.2022 04:00 - 15.11.2022 05:00","24088","23307"
"15.11.2022 05:00 - 15.11.2022 06:00","25730","24955"
"15.11.2022 06:00 - 15.11.2022 07:00","30409","29812"
"15.11.2022 07:00 - 15.11.2022 08:00","35675","34837"
"15.11.2022 08:00 - 15.11.2022 09:00","39821","38351"
"15.11.2022 09:00 - 15.11.2022 10:00","40697","39399"
"15.11.2022 10:00 - 15.11.2022 11:00","40268","39647"
"15.11.2022 11:00 - 15.11.2022 12:00","39974","39457"
"15.11.2022 12:00 - 15.11.2022 13:00","38165","37720"
"15.11.2022 13:00 - 15.11.2022 14:00","37857","37662"
"15.11.2022 14:00 - 15.11.2022 15:00","38712","38866"
"15.11.2022 15:00 - 15.11.2022 16:00","39811","39530"
"15.11.2022 16:00 - 15.11.2022 17:00","40194","40059"
"15.11.2022 17:00 - 15.11.2022 18:00","41274","40749"
"15.11.2022 18:00 - 15.11.2022 19:00","40510","39852"
"15.11.2022 19:00 - 15.11.2022 20:00","39811","39274"
"15.11.2022 20:00 - 15.11.2022 21:00","38131","37081"
"15.11.2022 21:00 - 15.11.2022 22:00","35362","34208"
"15.11.2022 22:00 - 15.11.2022 23:00","31912","30915"
"15.11.2022 23:00 - 16.11.2022 00:00","28789","28150"
"16.11.2022 00:00 - 16.11.2022 01:00","25559","25458"
"16.11.2022 01:00 - 16.11.2022 02:00","24079","24234"
"16.11.2022 02:00 - 16.11.2022 03:00","23214","23616"
"16.11.2022 03:00 - 16.11.2022 04:00","22809","23424"
"16.11.2022 04:00 - 16.11.2022 05:00","23222","23583"
"16.11.2022 05:00 - 16.11.2022 06:00","24868","25359"
"16.11.2022 06:00 - 16.11.2022 07:00","29834","30114"
"16.11.2022 07:00 - 16.11.2022 08:00","35045","34981"
"16.11.2022 08:00 - 16.11.2022 09:00","38190","39192"
"16.11.2022 09:00 - 16.11.2022 10:00","39488","39970"
"16.11.2022 10:00 - 16.11.2022 11:00","39596","39943"
"16.11.2022 11:00 - 16.11.2022 12:00","39210","39458"
"16.11.2022 12:00 - 16.11.2022 13:00","36549","37506"
"16.11.2022 13:00 - 16.11.2022 14:00","36734","37360"
"16.11.2022 14:00 - 16.11.2022 15:00","37973","38188"
"16.11.2022 15:00 - 16.11.2022 16:00","38932","38725"
"16.11.2022 16:00 - 16.11.2022 17:00","39463","39280"
"16.11.2022 17:00 - 16.11.2022 18:00","40321","40397"
"16.11.2022 18:00 - 16.11.2022 19:00","39628","39537"
"16.11.2022 19:00 - 16.11.2022 20:00","39008","39173"
"16.11.2022 20:00 - 16.11.2022 21:00","37068","36966"
"16.11.2022 21:00 - 16.11.2022 22:00","34193","34177"
"16.11.2022 22:00 - 16.11.2022 23:00","30464","30737"
"16.11.2022 23:00 - 17.11.2022 00:00","27686","27936"
"17.11.2022 00:00 - 17.11.2022 01:00","25165","25596"
"17.11.2022 01:00 - 17.11.2022 02:00","24040","24310"
"17.11.2022 02:00 - 17.11.2022 03:00","23565","23626"
"17.11.2022 03:00 - 17.11.2022 04:00","23337","23344"
"17.11.2022 04:00 - 17.11.2022 05:00","23487","23637"
"17.11.2022 05:00 - 17.11.2022 06:00","25239","25384"
"17.11.2022 06:00 - 17.11.2022 07:00","30108","30302"
"17.11.2022 07:00 - 17.11.2022 08:00","34930","34946"
"17.11.2022 08:00 - 17.11.2022 09:00","39145","38402"
"17.11.2022 09:00 - 17.11.2022 10:00","39896","39320"
"17.11.2022 10:00 - 17.11.2022 11:00","39223","38921"
"17.11.2022 11:00 - 17.11.2022 12:00","38343","38649"
"17.11.2022 12:00 - 17.11.2022 13:00","36888","36784"
"17.11.2022 13:00 - 17.11.2022 14:00","36766","36697"
"17.11.2022 14:00 - 17.11.2022 15:00","37900","37633"
"17.11.2022 15:00 - 17.11.2022 16:00","39061","38102"
"17.11.2022 16:00 - 17.11.2022 17:00","39752","38729"
"17.11.2022 17:00 - 17.11.2022 18:00","40960","39915"
"17.11.2022 18:00 - 17.11.2022 19:00","40260","39191"
"17.11.2022 19:00 - 17.11.2022 20:00","39729","38796"
"17.11.2022 20:00 - 17.11.2022 21:00","37700","36649"
"17.11.2022 21:00 - 17.11.2022 22:00","34696","33872"
"17.11.2022 22:00 - 17.11.2022 23:00","31115","30754"
"17.11.2022 23:00 - 18.11.2022 00:00","28308","28077"
"18.11.2022 00:00 - 18.11.2022 01:00","25934","25774"
"18.11.2022 01:00 - 18.11.2022 02:00","24604","24490"
"18.11.2022 02:00 - 18.11.2022 03:00","23845","23823"
"18.11.2022 03:00 - 18.11.2022 04:00","23525","23566"
"18.11.2022 04:00 - 18.11.2022 05:00","23526","23676"
